epoch,train_loss,valid_loss,lr,weighted_rmse,weighted_mae,rmse,mse
0.0,67.29396161694586,0.5165858201980591,0.001,,,,
1.0,0.19384571184158325,0.29511816279888153,0.001,,,,
2.0,0.10993765193641186,0.2199797402560711,0.001,,,,
3.0,0.09173051752269268,0.15512773688733578,0.001,,,,
4.0,0.08494207764387131,0.14793205620348454,0.001,,,,
5.0,0.08671120549917222,0.10827416723966599,0.001,,,,
6.0,0.12024952487528325,0.09961981080770492,0.001,,,,
7.0,0.13748335314631463,0.09733075445443391,0.001,,,,
8.0,0.09053223879694938,0.07616535331979395,0.001,,,,
9.0,0.09488196687504649,0.0681294631332159,0.001,,,,
10.0,0.07056440227970481,0.04147318497896194,0.001,,,,
11.0,0.0583116191239655,0.019396136180171743,0.001,,,,
12.0,0.02700177909590304,0.04268730385899544,0.001,,,,
13.0,0.026845859933197498,0.020098629908100702,0.001,,,,
14.0,0.023079500964954494,0.025154092234373093,0.001,,,,
15.0,0.017544655711501836,0.015874359349906445,0.001,,,,
16.0,0.017054751848950982,0.026942735689878462,0.001,,,,
17.0,0.010996650647707284,0.014422319040447473,0.001,,,,
18.0,0.010148322016820312,0.018590448388457297,0.001,,,,
19.0,0.010307865374535322,0.020275562956929206,0.001,,,,
20.0,0.01237164763301611,0.023155279806256295,0.001,,,,
21.0,0.00914161976121366,0.018029881016910075,0.001,,,,
22.0,0.012287059483155609,0.026687766456604003,0.001,,,,
23.0,0.008653253040462732,0.018413372035324574,0.001,,,,
24.0,0.0062477158286422495,0.01778393455222249,0.001,,,,
25.0,0.005818029190003872,0.016563091419637202,0.001,,,,
26.0,0.004894402544684708,0.014696534632891417,0.0001,,,,
27.0,0.004177501816302538,0.015448920807614923,0.0001,,,,
28.0,0.0034746454329788686,0.013293633687496186,0.0001,,,,
29.0,0.0033177636381238698,0.014048781298100948,0.0001,,,,
30.0,0.0032584156991541384,0.013373338381946086,0.0001,,,,
31.0,0.002918248504437506,0.012533326324820519,0.0001,,,,
32.0,0.0027855708814784885,0.013661701832711697,0.0001,,,,
33.0,0.0028845088842511177,0.015539286998845638,0.0001,,,,
34.0,0.0031378904672712087,0.01205489796102047,0.0001,,,,
35.0,0.0028220255937427283,0.012283428623527288,0.0001,,,,
36.0,0.0027069647713005543,0.01305987966991961,0.0001,,,,
37.0,0.002482325229868293,0.01187319809347391,0.0001,,,,
38.0,0.0026870039865374566,0.011546844336763024,0.0001,,,,
39.0,0.0027086325589567423,0.01223493619542569,0.0001,,,,
40.0,0.002722163375094533,0.014463274474069476,0.0001,,,,
41.0,0.0027063425439596174,0.013365794922225177,0.0001,,,,
42.0,0.0024595780915021895,0.012414055809844286,0.0001,,,,
43.0,0.0024176830621808767,0.01322702239798382,0.0001,,,,
44.0,0.002342129265666008,0.013176067008264363,0.0001,,,,
45.0,0.0022415189376473427,0.012658182763680815,0.0001,,,,
46.0,0.0023608775690197943,0.012930174822360278,0.0001,,,,
47.0,0.0021570109804347156,0.011951175590604544,1e-05,,,,
48.0,0.0022631126196682454,0.011910073355585337,1e-05,,,,
49.0,0.002081385262645781,0.01186786849219352,1e-05,,,,
50.0,0.002022919722571969,0.01157508044410497,1e-05,,,,
51.0,0.0020876618360728023,0.0113270295182243,1e-05,,,,
52.0,0.0021809426322579382,0.011815500884503127,1e-05,,,,
53.0,0.0021949885150417685,0.011728118029236793,1e-05,,,,
54.0,0.0021027382468804716,0.011865147056989371,1e-05,,,,
55.0,0.0021026134325563906,0.012155647107958793,1e-05,,,,
56.0,0.0020929993173852564,0.01164283493924886,1e-05,,,,
57.0,0.0021173961410671472,0.012102834407053889,1e-05,,,,
58.0,0.00206884903088212,0.011548815342970193,1e-05,,,,
59.0,0.002091425257474184,0.011919187611155213,1e-05,,,,
60.0,0.0020105918756872414,0.0117987176919356,1.0000000000000002e-06,,,,
61.0,0.002065447571538389,0.01169569391347468,1.0000000000000002e-06,,,,
62.0,0.0019882088151946665,0.011743061642721295,1.0000000000000002e-06,,,,
63.0,0.0021744985076785086,0.011714986354112625,1.0000000000000002e-06,,,,
64.0,0.0019862703784927728,0.011666808179207146,1.0000000000000002e-06,,,,
65.0,0.0020615546181052924,0.011677340251766146,1.0000000000000002e-06,,,,
66.0,0.002006908144429326,0.01171518676225096,1.0000000000000002e-06,,,,
67.0,0.0019670335333049297,0.011759478872455657,1.0000000000000002e-06,,,,
68.0,0.0020766550609841944,0.01172863446790725,1.0000000000000002e-07,,,,
69.0,0.002012154200561345,0.011684843483008444,1.0000000000000002e-07,,,,
70.0,0.0020060973666608333,0.01177489480264485,1.0000000000000002e-07,,,,
71.0,0.0020420863342285158,0.011723992398940026,1.0000000000000002e-07,,,,
72.0,0.0020306853967905045,0.011722846239805221,1.0000000000000002e-07,,,,
73.0,0.0020066696675121783,0.011722917267307639,1.0000000000000002e-07,,,,
74.0,0.001974816489443183,0.011702515800856053,1.0000000000000002e-07,,,,
75.0,0.001996905374452472,0.0117510145239532,1.0000000000000002e-07,,,,
